"Proportion_N","CutoffValue","N_count","Replicate","no_of_taxa","individuals_per_taxa","effective_population_size","species_birth_rate","tree_wide_sub_rate","no_of_sites","exponential_growth_rate","ado","amplification_error","sequencing_errors","Replicate.y","scSEQ_score","vcfbulk_seq_score","hapcon_seq_score","hapcon_IUPAC_seq_score","total_sites"
0.0107893887033262,0.55,44771,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0107893887033262,0.6,44771,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0522472370431421,0.65,216802,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0522472370431421,0.7,216802,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0522472370431421,0.75,216802,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0522472370431421,0.8,216802,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0986302096135957,0.85,409270,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0986302096135957,0.9,409270,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0986302096135957,0.95,409270,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.0986302096135957,1,409270,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,-1,4149540
0.2,0,204488,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0441512460388874,0.05,45142,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0441512460388874,0.1,45142,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0441512460388874,0.15,45142,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0441512460388874,0.2,45142,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0127987950393177,0.25,13086,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0127987950393177,0.3,13086,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0127987950393177,0.35,13086,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0127987950393177,0.4,13086,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0233813231094245,0.45,23906,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0233813231094245,0.5,23906,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0233813231094245,0.55,23906,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0233813231094245,0.6,23906,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0793718946833066,0.65,81153,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0793718946833066,0.7,81153,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0793718946833066,0.75,81153,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.0793718946833066,0.8,81153,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.124857204334729,0.85,127659,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.124857204334729,0.9,127659,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.124857204334729,0.95,127659,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.124857204334729,1,127659,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,-1,1022440
0.142857142857143,0,369369,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.0134279193512643,0.05,34719,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.0134279193512643,0.1,34719,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00297457091882179,0.15,7691,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00297457091882179,0.2,7691,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00297457091882179,0.25,7691,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00091932844546085,0.3,2377,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00091932844546085,0.35,2377,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00091932844546085,0.4,2377,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00511451382531522,0.45,13224,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00511451382531522,0.5,13224,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.00511451382531522,0.55,13224,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.019985434619581,0.6,51674,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.019985434619581,0.65,51674,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.019985434619581,0.7,51674,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.0374828423608911,0.75,96915,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.0374828423608911,0.8,96915,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.0374828423608911,0.85,96915,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.0637581543504888,0.9,164852,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.0637581543504888,0.95,164852,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.0637581543504888,1,164852,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,-1,2585583
0.2,0,285936,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0200359521011695,0.05,28645,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0200359521011695,0.1,28645,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0200359521011695,0.15,28645,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0200359521011695,0.2,28645,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0070547255329864,0.25,10086,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0070547255329864,0.3,10086,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0070547255329864,0.35,10086,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0070547255329864,0.4,10086,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0073226176487046,0.45,10469,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0073226176487046,0.5,10469,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0073226176487046,0.55,10469,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0073226176487046,0.6,10469,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0395165351687091,0.65,56496,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0395165351687091,0.7,56496,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0395165351687091,0.75,56496,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.0395165351687091,0.8,56496,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.078099294947121,0.85,111657,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.078099294947121,0.9,111657,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
0.078099294947121,0.95,111657,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,-1,1429680
