"Proportion_ALL","CutoffValue","ALL_count","Replicate","no_of_taxa","individuals_per_taxa","effective_population_size","species_birth_rate","tree_wide_sub_rate","no_of_sites","exponential_growth_rate","ado","amplification_error","sequencing_errors","Replicate.y","scSEQ_score","hapcon_seq_score","vcfbulk_seq_score","f_ALL"
3.2280701754386,"0.95",176824,"r1",7,7,10397,7.55197594250197e-05,4.24286605264667e-06,54777,1.8704430612165e-05,0.0717765100768302,0.0841479446067498,0.0135211850786582,"r1",-1,-1,-1,3.2280701754386
3.2280701754386,"1",176824,"r1",7,7,10397,7.55197594250197e-05,4.24286605264667e-06,54777,1.8704430612165e-05,0.0717765100768302,0.0841479446067498,0.0135211850786582,"r1",-1,-1,-1,3.2280701754386
10,"0",874790,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,10
6.77505458452886,"0.05",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
6.77505458452886,"0.1",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
6.77505458452886,"0.15",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
6.77505458452886,"0.2",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
6.77505458452886,"0.25",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
5.04450210907761,"0.3",441288,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.04450210907761
5.04450210907761,"0.35",441288,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.04450210907761
5.04450210907761,"0.4",441288,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.04450210907761
5.04450210907761,"0.45",441288,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.04450210907761
5.04450210907761,"0.5",441288,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.04450210907761
5.4928154185576,"0.55",480506,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.4928154185576
5.4928154185576,"0.6",480506,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.4928154185576
5.4928154185576,"0.65",480506,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.4928154185576
5.4928154185576,"0.7",480506,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.4928154185576
5.4928154185576,"0.75",480506,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,5.4928154185576
6.77505458452886,"0.8",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
6.77505458452886,"0.85",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
6.77505458452886,"0.9",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
6.77505458452886,"0.95",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
6.77505458452886,"1",592675,"r1",10,4,10597,8.543440910473e-05,9.88249202186038e-06,87479,0.000215503452855791,0.0863218174565118,0.0818522872260178,0.00618052416073624,"r1",-1,-1,-1,6.77505458452886
9,"0",829908,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,9
5.18846787836724,"0.05",478439,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,5.18846787836724
5.18846787836724,"0.1",478439,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,5.18846787836724
5.18846787836724,"0.15",478439,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,5.18846787836724
5.18846787836724,"0.2",478439,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,5.18846787836724
3.89283390448098,"0.25",358966,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,3.89283390448098
3.89283390448098,"0.3",358966,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,3.89283390448098
3.89283390448098,"0.35",358966,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,3.89283390448098
3.89283390448098,"0.4",358966,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,3.89283390448098
3.32732182362382,"0.45",306819,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,3.32732182362382
3.32732182362382,"0.5",306819,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,3.32732182362382
3.32732182362382,"0.55",306819,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,3.32732182362382
3.32732182362382,"0.6",306819,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,3.32732182362382
4.12289073005683,"0.65",380180,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,4.12289073005683
4.12289073005683,"0.7",380180,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,4.12289073005683
4.12289073005683,"0.75",380180,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,4.12289073005683
4.12289073005683,"0.8",380180,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,4.12289073005683
5.18846787836724,"0.85",478439,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,5.18846787836724
5.18846787836724,"0.9",478439,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,5.18846787836724
5.18846787836724,"0.95",478439,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,5.18846787836724
5.18846787836724,"1",478439,"r1",9,5,11034,5.51765032711447e-05,5.74419797800482e-06,92212,5.26497173125506e-05,0.074367958873976,0.0685380504118337,0.0376975745702512,"r1",-1,-1,-1,5.18846787836724
8,"0",204488,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,8
5.59821603223661,"0.05",143096,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,5.59821603223661
5.59821603223661,"0.1",143096,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,5.59821603223661
5.59821603223661,"0.15",143096,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,5.59821603223661
5.59821603223661,"0.2",143096,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,5.59821603223661
4.57814639489848,"0.25",117022,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.57814639489848
4.57814639489848,"0.3",117022,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.57814639489848
4.57814639489848,"0.35",117022,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.57814639489848
4.57814639489848,"0.4",117022,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.57814639489848
4.04358201948281,"0.45",103358,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.04358201948281
4.04358201948281,"0.5",103358,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.04358201948281
4.04358201948281,"0.55",103358,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.04358201948281
4.04358201948281,"0.6",103358,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.04358201948281
4.88509839208169,"0.65",124868,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.88509839208169
4.88509839208169,"0.7",124868,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.88509839208169
4.88509839208169,"0.75",124868,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.88509839208169
4.88509839208169,"0.8",124868,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,4.88509839208169
5.59821603223661,"0.85",143096,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,5.59821603223661
5.59821603223661,"0.9",143096,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,5.59821603223661
5.59821603223661,"0.95",143096,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,5.59821603223661
5.59821603223661,"1",143096,"r1",8,5,11584,7.56129700172611e-05,8.62387558013533e-06,25561,0.000108937384572555,0.188679513720796,0.0186748034857132,0.0209262870542007,"r1",-1,-1,-1,5.59821603223661
9,"0",369369,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,9
4.11727297093151,"0.05",168977,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,4.11727297093151
4.11727297093151,"0.1",168977,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,4.11727297093151
2.53127360444434,"0.15",103886,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.53127360444434
2.53127360444434,"0.2",103886,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.53127360444434
2.53127360444434,"0.25",103886,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.53127360444434
1.83930703442899,"0.3",75487,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,1.83930703442899
1.83930703442899,"0.35",75487,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,1.83930703442899
1.83930703442899,"0.4",75487,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,1.83930703442899
1.61538461538462,"0.45",66297,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,1.61538461538462
1.61538461538462,"0.5",66297,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,1.61538461538462
1.61538461538462,"0.55",66297,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,1.61538461538462
2.08335566872152,"0.6",85503,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.08335566872152
2.08335566872152,"0.65",85503,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.08335566872152
2.08335566872152,"0.7",85503,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.08335566872152
2.76131185887283,"0.75",113327,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.76131185887283
2.76131185887283,"0.8",113327,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.76131185887283
2.76131185887283,"0.85",113327,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,2.76131185887283
4.11727297093151,"0.9",168977,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,4.11727297093151
4.11727297093151,"0.95",168977,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,4.11727297093151
4.11727297093151,"1",168977,"r1",9,7,12176,8.78147860368363e-05,6.12729615774837e-06,41041,0.000368292369845323,0.0944613388832659,0.0829495160967368,0.0245445113659371,"r1",-1,-1,-1,4.11727297093151
8,"0",285936,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,8
4.22768731464384,"0.05",151106,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,4.22768731464384
4.22768731464384,"0.1",151106,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,4.22768731464384
4.22768731464384,"0.15",151106,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,4.22768731464384
4.22768731464384,"0.2",151106,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,4.22768731464384
3.43562195736109,"0.25",122796,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,3.43562195736109
3.43562195736109,"0.3",122796,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,3.43562195736109
3.43562195736109,"0.35",122796,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,3.43562195736109
3.43562195736109,"0.4",122796,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,3.43562195736109
2.91360304403783,"0.45",104138,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,2.91360304403783
2.91360304403783,"0.5",104138,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,2.91360304403783
2.91360304403783,"0.55",104138,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,2.91360304403783
2.91360304403783,"0.6",104138,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,2.91360304403783
3.52380952380952,"0.65",125948,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,3.52380952380952
3.52380952380952,"0.7",125948,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,3.52380952380952
3.52380952380952,"0.75",125948,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,3.52380952380952
3.52380952380952,"0.8",125948,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,3.52380952380952
4.22768731464384,"0.85",151106,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,4.22768731464384
4.22768731464384,"0.9",151106,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,4.22768731464384
4.22768731464384,"0.95",151106,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,4.22768731464384
4.22768731464384,"1",151106,"r1",8,5,12468,3.11070079906938e-05,3.01000328367923e-06,35742,0.000980084635574068,0.0428173683667555,0.0260310044846684,0.0227199368597358,"r1",-1,-1,-1,4.22768731464384
