"Proportion_N","CutoffValue","N_count","Replicate","no_of_taxa","individuals_per_taxa","effective_population_size","species_birth_rate","tree_wide_sub_rate","no_of_sites","exponential_growth_rate","ado","amplification_error","sequencing_errors","Replicate.y","scSEQ_score","hapcon_seq_score","vcfbulk_seq_score"
2.35493327941771,"0.1",186360,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
2.35493327941771,"0.15",186360,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
1.13076223210675,"0.2",89484,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
1.13076223210675,"0.25",89484,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
1.13076223210675,"0.3",89484,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
0.389683582693085,"0.35",30838,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
0.389683582693085,"0.4",30838,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
0.389683582693085,"0.45",30838,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
0.389683582693085,"0.5",30838,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
1.57597048119693,"0.55",124716,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
1.57597048119693,"0.6",124716,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
1.57597048119693,"0.65",124716,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
3.35454154872624,"0.7",265465,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
3.35454154872624,"0.75",265465,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
3.35454154872624,"0.8",265465,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
5.50801152446421,"0.85",435882,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
5.50801152446421,"0.9",435882,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
5.50801152446421,"0.95",435882,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
5.50801152446421,"1",435882,"r1",9,6,11648,7.17600151322386e-06,6.59914019120855e-06,79136,0.000664144418828923,0.0673016679880675,0.0399415398998302,0.01470721341233,"r1",-1,-1,-1
8,"0",152176,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
1.06665965723899,"0.05",20290,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
1.06665965723899,"0.1",20290,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.496320050467879,"0.15",9441,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.496320050467879,"0.2",9441,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.496320050467879,"0.25",9441,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.152980759121018,"0.3",2910,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.152980759121018,"0.35",2910,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.152980759121018,"0.4",2910,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.281568709914835,"0.45",5356,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.281568709914835,"0.5",5356,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
0.281568709914835,"0.55",5356,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
1.067185364315,"0.6",20300,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
1.067185364315,"0.65",20300,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
1.067185364315,"0.7",20300,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
2.38623698874987,"0.75",45391,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
2.38623698874987,"0.8",45391,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
2.38623698874987,"0.85",45391,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
4.38066449374409,"0.9",83329,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
4.38066449374409,"0.95",83329,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
4.38066449374409,"1",83329,"r1",8,7,12042,3.07600630467292e-06,2.64107934323051e-06,19022,0.000760239033985848,0.0946147223883309,0.0525177988271136,0.0396625986931613,"r1",-1,-1,-1
9,"0",414162,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
1.30031726715633,"0.05",59838,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
1.30031726715633,"0.1",59838,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
1.30031726715633,"0.15",59838,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
1.30031726715633,"0.2",59838,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
0.218783954104915,"0.25",10068,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
0.218783954104915,"0.3",10068,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
0.218783954104915,"0.35",10068,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
0.218783954104915,"0.4",10068,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
0.637533139206398,"0.45",29338,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
0.637533139206398,"0.5",29338,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
0.637533139206398,"0.55",29338,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
0.637533139206398,"0.6",29338,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
2.43828501890565,"0.65",112205,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
2.43828501890565,"0.7",112205,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
2.43828501890565,"0.75",112205,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
2.43828501890565,"0.8",112205,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
4.78951714546482,"0.85",220404,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
4.78951714546482,"0.9",220404,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
4.78951714546482,"0.95",220404,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
4.78951714546482,"1",220404,"r1",9,5,12407,7.80339807674452e-06,2.90890588589635e-06,46018,0.000287197437855881,0.190302389289252,0.0162178754892328,0.0393697473339271,"r1",-1,-1,-1
6,"0",375912,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
1.19182149013599,"0.05",74670,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
1.19182149013599,"0.1",74670,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
1.19182149013599,"0.15",74670,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
1.19182149013599,"0.2",74670,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
0.518084019664177,"0.25",32459,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
0.518084019664177,"0.3",32459,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
0.518084019664177,"0.35",32459,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
0.518084019664177,"0.4",32459,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
0.466816701781268,"0.45",29247,"r1",6,5,12924,5.76300099455274e-06,4.89710410230449e-06,62652,0.000309746693773335,0.107587409754284,0.00788970780259697,0.0119969051690423,"r1",-1,-1,-1
